system,index,class,denominator,support_size,kernel_dim,onehop_classes,silent_classes,max_class_size,all_real,descent
"(3,10)",0,DESIGN-INT,1,1,0,0,0,0,1,pad0
"(3,10)",1,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,10)",2,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,10)",3,DESIGN-INT,4,4,0,0,0,0,1,pad0
"(3,10)",4,DESIGN-INT,10,5,0,0,0,0,1,NEW
"(3,10)",5,DESIGN-INT,9,5,0,0,0,0,1,NEW
"(3,10)",6,DESIGN-INT,8,5,0,0,0,0,1,NEW
"(3,10)",7,DESIGN-INT,8,5,0,0,0,0,1,NEW
"(3,10)",8,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,10)",9,DESIGN-INT,7,5,0,0,0,0,1,NEW
"(3,10)",10,DESIGN-INT,21,6,0,0,0,0,1,NEW
"(3,10)",11,DESIGN-INT,20,6,0,0,0,0,1,NEW
"(3,10)",12,DESIGN-INT,20,6,0,0,0,0,1,NEW
"(3,10)",13,DESIGN-INT,19,6,0,0,0,0,1,NEW
"(3,10)",14,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(3,10)",15,DESIGN-INT,6,5,0,0,0,0,1,NEW
"(3,10)",16,DESIGN-INT,36,7,0,0,0,0,1,NEW
"(3,10)",17,INTERFERENCE,17,9,2,2,0,3,0,NEW
"(3,10)",18,DESIGN-INT,33,7,0,0,0,0,1,NEW
"(3,10)",19,DESIGN-INT,22,7,0,0,0,0,1,NEW
"(3,10)",20,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,10)",21,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(3,10)",22,DESIGN-INT,15,5,0,0,0,0,1,pad0
"(3,10)",23,DESIGN-INT,15,6,0,0,0,0,1,NEW
"(3,10)",24,INTERFERENCE,15,7,0,2,0,1,1,NEW
"(3,10)",25,INTERFERENCE,15,9,2,2,0,3,0,NEW
"(3,10)",26,DESIGN-INT,14,5,0,0,0,0,1,pad0
"(3,10)",27,DESIGN-INT,28,7,0,0,0,0,1,NEW
"(3,10)",28,INTERFERENCE,13,6,0,1,0,1,1,pad0
"(3,10)",29,DESIGN-INT,4,3,0,0,0,0,1,pad0
"(3,10)",30,INTERFERENCE,12,6,0,1,0,1,1,pad0
"(3,10)",31,DESIGN-INT,12,5,0,0,0,0,1,pad0
"(3,10)",32,DESIGN-INT,12,6,0,0,0,0,1,NEW
"(3,10)",33,INTERFERENCE,12,8,2,2,0,3,0,pad0
"(3,10)",34,INTERFERENCE,12,7,0,2,0,1,1,NEW
"(3,10)",35,DESIGN-INT,16,6,0,0,0,0,1,pad0
"(3,10)",36,DESIGN-INT,4,4,0,0,0,0,1,NEW
"(3,10)",37,DESIGN-INT,11,5,0,0,0,0,1,pad0
"(3,10)",38,INTERFERENCE,11,6,0,1,0,1,1,pad0
"(3,10)",39,DESIGN-INT,11,6,0,0,0,0,1,NEW
"(3,10)",40,INTERFERENCE,18,8,1,1,0,2,0,NEW
"(3,10)",41,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,10)",42,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,10)",43,INTERFERENCE,10,5,0,1,0,1,1,pad0
"(3,10)",44,DESIGN-INT,10,5,0,0,0,0,1,pad0
"(3,10)",45,DESIGN-INT,10,5,0,0,0,0,1,NEW
"(3,10)",46,DESIGN-INT,10,5,0,0,0,0,1,pad0
"(3,10)",47,INTERFERENCE,10,6,0,2,0,1,1,pad0
"(3,10)",48,DESIGN-INT,13,5,0,0,0,0,1,pad0
"(3,10)",49,INTERFERENCE,13,7,1,1,0,2,0,NEW
"(3,10)",50,DESIGN-INT,13,5,0,0,0,0,1,pad0
"(3,10)",51,DESIGN-INT,13,7,0,0,0,0,1,NEW
"(3,10)",52,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,10)",53,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,10)",54,DESIGN-INT,16,5,0,0,0,0,1,pad0
"(3,10)",55,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,10)",56,DESIGN-INT,19,6,0,0,0,0,1,pad0
"(3,10)",57,INTERFERENCE,28,8,1,1,0,2,0,NEW
"(3,10)",58,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(3,10)",59,INTERFERENCE,9,5,0,1,0,1,1,pad0
"(3,10)",60,INTERFERENCE,12,6,0,1,0,1,1,NEW
"(3,10)",61,DESIGN-INT,12,6,0,0,0,0,1,pad0
"(3,10)",62,INTERFERENCE,15,6,0,1,0,1,1,pad0
"(3,10)",63,INTERFERENCE,18,6,0,1,0,1,1,pad0
"(3,10)",64,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,10)",65,DESIGN-INT,6,5,0,0,0,0,1,pad0
"(3,10)",66,INTERFERENCE,9,7,0,2,0,1,1,pad0
"(3,10)",67,DESIGN-INT,9,5,0,0,0,0,1,pad0
"(3,10)",68,INTERFERENCE,15,7,0,2,0,1,1,NEW
"(3,10)",69,DESIGN-INT,6,5,0,0,0,0,1,NEW
"(3,10)",70,INTERFERENCE,9,6,0,2,0,1,1,pad0
"(3,10)",71,INTERFERENCE,15,7,1,1,0,2,0,pad0
"(3,10)",72,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,10)",73,INTERFERENCE,14,8,1,1,0,2,0,NEW
"(3,10)",74,DESIGN-REAL,14,7,0,0,0,0,1,NEW
"(3,10)",75,INTERFERENCE,14,9,2,2,0,3,0,NEW
"(3,10)",76,DESIGN-INT,11,7,0,0,0,0,1,NEW
"(3,10)",77,INTERFERENCE,11,7,0,2,0,1,1,NEW
"(3,10)",78,DESIGN-INT,8,5,0,0,0,0,1,NEW
"(3,10)",79,DESIGN-INT,8,7,0,0,0,0,1,pad0
"(3,10)",80,DESIGN-INT,8,7,0,0,0,0,1,NEW
"(3,10)",81,INTERFERENCE,24,9,1,1,0,2,0,NEW
"(3,10)",82,DESIGN-INT,16,7,0,0,0,0,1,NEW
"(3,10)",83,INTERFERENCE,13,6,0,1,0,1,1,pad0
"(3,10)",84,DESIGN-INT,13,6,0,0,0,0,1,NEW
"(3,10)",85,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(3,10)",86,INTERFERENCE,10,6,0,1,0,1,1,pad0
"(3,10)",87,DESIGN-INT,10,6,0,0,0,0,1,pad0
"(3,10)",88,INTERFERENCE,15,7,1,1,0,2,0,pad0
"(3,10)",89,INTERFERENCE,26,10,1,1,1,2,1,NEW
"(3,10)",90,INTERFERENCE,7,5,0,1,0,1,1,pad0
"(3,10)",91,DESIGN-INT,7,5,0,0,0,0,1,pad0
"(3,10)",92,INTERFERENCE,21,8,1,1,0,2,0,NEW
"(3,10)",93,INTERFERENCE,16,6,0,2,0,1,1,pad0
"(3,10)",94,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,10)",95,INTERFERENCE,18,7,1,1,0,2,0,pad0
"(3,10)",96,INTERFERENCE,9,7,1,1,0,2,0,NEW
"(3,10)",97,INTERFERENCE,18,7,0,1,0,1,1,NEW
"(3,10)",98,INTERFERENCE,20,9,2,2,0,3,0,NEW
"(3,10)",99,INTERFERENCE,20,8,1,1,0,2,0,NEW
"(3,10)",100,INTERFERENCE,11,6,0,1,0,1,1,pad0
"(3,10)",101,INTERFERENCE,24,8,1,1,0,2,0,NEW
"(3,10)",102,INTERFERENCE,28,7,0,1,0,1,1,pad0
"(3,10)",103,INTERFERENCE,34,14,5,5,5,4,1,NEW
"(3,10)",104,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,10)",105,DESIGN-INT,4,4,0,0,0,0,1,pad0
"(3,10)",106,DESIGN-REAL,6,6,0,2,0,1,1,pad0
"(3,10)",107,DESIGN-INT,8,6,0,0,0,0,1,pad0
"(3,10)",108,INTERFERENCE,10,8,1,1,0,2,0,NEW
"(3,10)",109,DESIGN-INT,7,5,0,0,0,0,1,pad0
"(3,10)",110,DESIGN-INT,8,8,0,0,0,0,1,pad0
"(3,10)",111,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,10)",112,DESIGN-INT,10,8,0,0,0,0,1,NEW
"(3,6)",0,DESIGN-INT,1,1,0,0,0,0,1,NEW
"(3,6)",1,DESIGN-INT,2,2,0,0,0,0,1,NEW
"(3,6)",2,DESIGN-INT,4,3,0,0,0,0,1,NEW
"(3,6)",3,DESIGN-INT,2,2,0,0,0,0,1,NEW
"(3,7)",0,DESIGN-INT,1,1,0,0,0,0,1,pad0
"(3,7)",1,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,7)",2,DESIGN-INT,3,3,0,0,0,0,1,NEW
"(3,7)",3,DESIGN-INT,4,3,0,0,0,0,1,pad0
"(3,7)",4,DESIGN-INT,7,4,0,0,0,0,1,NEW
"(3,7)",5,DESIGN-INT,3,3,0,0,0,0,1,NEW
"(3,7)",6,DESIGN-INT,5,4,0,0,0,0,1,NEW
"(3,7)",7,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,7)",8,DESIGN-INT,4,4,0,0,0,0,1,NEW
"(3,7)",9,DESIGN-INT,7,5,0,0,0,0,1,NEW
"(3,8)",0,DESIGN-INT,1,1,0,0,0,0,1,pad0
"(3,8)",1,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,8)",2,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,8)",3,DESIGN-INT,7,4,0,0,0,0,1,NEW
"(3,8)",4,DESIGN-INT,6,4,0,0,0,0,1,NEW
"(3,8)",5,DESIGN-INT,5,4,0,0,0,0,1,NEW
"(3,8)",6,DESIGN-INT,15,5,0,0,0,0,1,NEW
"(3,8)",7,DESIGN-INT,14,5,0,0,0,0,1,NEW
"(3,8)",8,DESIGN-INT,4,3,0,0,0,0,1,pad0
"(3,8)",9,DESIGN-INT,12,5,0,0,0,0,1,NEW
"(3,8)",10,INTERFERENCE,12,8,2,2,0,3,0,NEW
"(3,8)",11,DESIGN-INT,16,6,0,0,0,0,1,NEW
"(3,8)",12,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,8)",13,DESIGN-INT,7,4,0,0,0,0,1,NEW
"(3,8)",14,INTERFERENCE,10,5,0,1,0,1,1,NEW
"(3,8)",15,INTERFERENCE,10,6,0,2,0,1,1,NEW
"(3,8)",16,DESIGN-INT,13,5,0,0,0,0,1,NEW
"(3,8)",17,DESIGN-INT,16,5,0,0,0,0,1,NEW
"(3,8)",18,DESIGN-INT,6,4,0,0,0,0,1,NEW
"(3,8)",19,INTERFERENCE,9,5,0,1,0,1,1,NEW
"(3,8)",20,INTERFERENCE,18,6,0,1,0,1,1,NEW
"(3,8)",21,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,8)",22,DESIGN-INT,6,5,0,0,0,0,1,NEW
"(3,8)",23,DESIGN-INT,9,5,0,0,0,0,1,NEW
"(3,8)",24,INTERFERENCE,9,6,0,2,0,1,1,NEW
"(3,8)",25,DESIGN-INT,3,3,0,0,0,0,1,NEW
"(3,8)",26,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(3,8)",27,DESIGN-INT,10,6,0,0,0,0,1,NEW
"(3,8)",28,INTERFERENCE,15,7,1,1,0,2,0,NEW
"(3,8)",29,INTERFERENCE,7,5,0,1,0,1,1,NEW
"(3,8)",30,INTERFERENCE,16,6,0,2,0,1,1,NEW
"(3,8)",31,INTERFERENCE,18,7,1,1,0,2,0,NEW
"(3,8)",32,INTERFERENCE,28,7,0,1,0,1,1,NEW
"(3,8)",33,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,8)",34,DESIGN-INT,4,4,0,0,0,0,1,pad0
"(3,8)",35,DESIGN-REAL,6,6,0,0,0,0,1,NEW
"(3,8)",36,DESIGN-INT,7,5,0,0,0,0,1,pad0
"(3,8)",37,DESIGN-INT,8,8,0,0,0,0,1,NEW
"(3,9)",0,DESIGN-INT,1,1,0,0,0,0,1,pad0
"(3,9)",1,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,9)",2,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,9)",3,DESIGN-INT,4,4,0,0,0,0,1,NEW
"(3,9)",4,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,9)",5,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(3,9)",6,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(3,9)",7,DESIGN-INT,15,5,0,0,0,0,1,pad0
"(3,9)",8,DESIGN-INT,14,5,0,0,0,0,1,pad0
"(3,9)",9,INTERFERENCE,13,6,0,1,0,1,1,NEW
"(3,9)",10,DESIGN-INT,4,3,0,0,0,0,1,pad0
"(3,9)",11,INTERFERENCE,12,6,0,1,0,1,1,NEW
"(3,9)",12,DESIGN-INT,12,5,0,0,0,0,1,pad0
"(3,9)",13,INTERFERENCE,12,8,2,2,0,3,0,pad0
"(3,9)",14,DESIGN-INT,16,6,0,0,0,0,1,pad0
"(3,9)",15,DESIGN-INT,11,5,0,0,0,0,1,NEW
"(3,9)",16,INTERFERENCE,11,6,0,1,0,1,1,NEW
"(3,9)",17,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,9)",18,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(3,9)",19,INTERFERENCE,10,5,0,1,0,1,1,pad0
"(3,9)",20,DESIGN-INT,10,5,0,0,0,0,1,NEW
"(3,9)",21,DESIGN-INT,10,5,0,0,0,0,1,NEW
"(3,9)",22,INTERFERENCE,10,6,0,2,0,1,1,pad0
"(3,9)",23,DESIGN-INT,13,5,0,0,0,0,1,NEW
"(3,9)",24,DESIGN-INT,13,5,0,0,0,0,1,pad0
"(3,9)",25,DESIGN-INT,16,5,0,0,0,0,1,pad0
"(3,9)",26,DESIGN-INT,19,6,0,0,0,0,1,NEW
"(3,9)",27,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(3,9)",28,INTERFERENCE,9,5,0,1,0,1,1,pad0
"(3,9)",29,DESIGN-INT,12,6,0,0,0,0,1,NEW
"(3,9)",30,INTERFERENCE,15,6,0,1,0,1,1,NEW
"(3,9)",31,INTERFERENCE,18,6,0,1,0,1,1,pad0
"(3,9)",32,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,9)",33,DESIGN-INT,6,5,0,0,0,0,1,pad0
"(3,9)",34,INTERFERENCE,9,7,1,1,0,2,0,NEW
"(3,9)",35,DESIGN-INT,9,5,0,0,0,0,1,pad0
"(3,9)",36,INTERFERENCE,9,6,0,2,0,1,1,pad0
"(3,9)",37,INTERFERENCE,15,7,1,1,0,2,0,NEW
"(3,9)",38,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(3,9)",39,DESIGN-INT,8,7,0,0,0,0,1,NEW
"(3,9)",40,INTERFERENCE,13,6,0,1,0,1,1,NEW
"(3,9)",41,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(3,9)",42,INTERFERENCE,10,6,0,1,0,1,1,NEW
"(3,9)",43,DESIGN-INT,10,6,0,0,0,0,1,pad0
"(3,9)",44,INTERFERENCE,15,7,1,1,0,2,0,pad0
"(3,9)",45,INTERFERENCE,7,5,0,1,0,1,1,pad0
"(3,9)",46,DESIGN-INT,7,5,0,0,0,0,1,NEW
"(3,9)",47,INTERFERENCE,16,6,0,2,0,1,1,pad0
"(3,9)",48,INTERFERENCE,18,7,1,1,0,2,0,pad0
"(3,9)",49,INTERFERENCE,11,6,0,1,0,1,1,NEW
"(3,9)",50,INTERFERENCE,28,7,0,1,0,1,1,pad0
"(3,9)",51,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(3,9)",52,DESIGN-INT,4,4,0,0,0,0,1,pad0
"(3,9)",53,DESIGN-REAL,6,6,0,2,0,1,1,pad0
"(3,9)",54,DESIGN-INT,8,6,0,0,0,0,1,NEW
"(3,9)",55,DESIGN-INT,7,5,0,0,0,0,1,pad0
"(3,9)",56,DESIGN-INT,8,8,0,0,0,0,1,pad0
"(3,9)",57,DESIGN-INT,3,3,0,0,0,0,1,NEW
"(4,10)",0,DESIGN-INT,1,1,0,0,0,0,1,pad0
"(4,10)",1,DESIGN-INT,2,2,0,0,0,0,1,pad0
"(4,10)",2,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(4,10)",3,DESIGN-INT,4,4,0,0,0,0,1,lift1
"(4,10)",4,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(4,10)",5,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(4,10)",6,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(4,10)",7,DESIGN-INT,15,5,0,0,0,0,1,pad0
"(4,10)",8,DESIGN-INT,14,5,0,0,0,0,1,pad0
"(4,10)",9,INTERFERENCE,13,6,0,1,0,1,1,lift1
"(4,10)",10,DESIGN-INT,4,3,0,0,0,0,1,pad0
"(4,10)",11,INTERFERENCE,12,6,0,1,0,1,1,lift1
"(4,10)",12,DESIGN-INT,12,5,0,0,0,0,1,pad0
"(4,10)",13,INTERFERENCE,12,8,2,2,0,3,0,pad0
"(4,10)",14,DESIGN-INT,16,6,0,0,0,0,1,pad0
"(4,10)",15,DESIGN-INT,11,5,0,0,0,0,1,lift1
"(4,10)",16,INTERFERENCE,11,6,0,1,0,1,1,lift1
"(4,10)",17,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(4,10)",18,DESIGN-INT,7,4,0,0,0,0,1,pad0
"(4,10)",19,INTERFERENCE,10,5,0,1,0,1,1,pad0
"(4,10)",20,DESIGN-INT,10,5,0,0,0,0,1,lift1
"(4,10)",21,DESIGN-INT,10,5,0,0,0,0,1,lift1
"(4,10)",22,INTERFERENCE,10,6,0,2,0,1,1,pad0
"(4,10)",23,DESIGN-INT,13,5,0,0,0,0,1,lift1
"(4,10)",24,DESIGN-INT,13,5,0,0,0,0,1,pad0
"(4,10)",25,DESIGN-INT,16,5,0,0,0,0,1,pad0
"(4,10)",26,DESIGN-INT,19,6,0,0,0,0,1,lift1
"(4,10)",27,DESIGN-INT,6,4,0,0,0,0,1,pad0
"(4,10)",28,INTERFERENCE,9,5,0,1,0,1,1,pad0
"(4,10)",29,DESIGN-INT,12,6,0,0,0,0,1,lift1
"(4,10)",30,INTERFERENCE,15,6,0,1,0,1,1,lift1
"(4,10)",31,INTERFERENCE,18,6,0,1,0,1,1,pad0
"(4,10)",32,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(4,10)",33,DESIGN-INT,6,5,0,0,0,0,1,pad0
"(4,10)",34,INTERFERENCE,9,7,1,1,0,2,0,lift1
"(4,10)",35,DESIGN-INT,9,5,0,0,0,0,1,pad0
"(4,10)",36,INTERFERENCE,9,6,0,2,0,1,1,pad0
"(4,10)",37,INTERFERENCE,15,7,1,1,0,2,0,lift1
"(4,10)",38,DESIGN-INT,3,3,0,0,0,0,1,pad0
"(4,10)",39,DESIGN-INT,8,7,0,0,0,0,1,lift1
"(4,10)",40,INTERFERENCE,13,6,0,1,0,1,1,lift1
"(4,10)",41,DESIGN-INT,5,4,0,0,0,0,1,pad0
"(4,10)",42,INTERFERENCE,10,6,0,1,0,1,1,lift1
